best
2085.862549
2085.862549
2041.862183
2041.862183
2041.862183
1988.742432
1953.191162
1953.191162
1932.013306
1932.013306
1932.013306
1930.467285
1927.739990
1927.739990
1927.739990
1927.739990
1927.739990
1927.098145
1927.098145
1927.098145
1927.098145
1927.098145
1927.098145
1927.098145
1927.098145
1926.593628
1926.593628
1926.593628
1926.593628
1926.593628
1926.593628
1816.981079
1926.593628
1926.593628
1926.593628
1926.593628
1926.511475
1926.511475
1926.511475
1926.511475
1926.511475
1926.291748
1926.291748
1926.291748
1926.291748
1926.291748
1926.291748
1926.291748
1926.291748
1926.291748
1926.291748
1926.291748
1926.291748
1926.291748
1926.291748
1926.291748
1926.291748
1926.291748
1926.291748
1924.344238
1924.344238
1910.875366
1904.646973
1882.229248
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1846.554688
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1867.281738
1860.072144
1860.072144
1860.072144
1860.072144
1860.072144
1855.344360
1860.072144
1852.709229
1852.709229
1852.709229
1852.709229
1852.709229
1852.709229
1849.825806
1849.825806
1822.959473
1822.959473
1822.959473
1822.959473
1814.509033
1814.051880
1813.913086
1813.913086
1813.913086
1813.913086
1813.913086
1813.913086
1813.809448
1813.809448
1813.809448
1813.616699
1813.616699
1813.616699
1813.616699
1813.616699
1813.616699
1813.616699
1813.616699
1813.616699
1813.616699
1813.616699
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1813.582520
1810.544800
1810.544800
1810.544800
1810.544800
1810.544800
1810.544800
1810.544800
1810.544800
1810.544800
1810.544800
1810.544800
1810.544800
1810.544800
1808.715820
1808.715820
1808.715820
1808.715820
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.779297
1807.634888
1807.634888
1807.634888
1807.634888
1807.634888
1807.634888
1807.634888
1807.634888
1807.634888
1807.634888
1807.634888
1807.634888
1807.634888
1807.634888
1807.630981
1807.630981
1807.630981
1807.630981
1807.630981
1807.630981
1807.630981
1807.630981
1807.630981
1807.630981
1807.630981
1807.623535
1807.623535
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.619385
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.602661
1807.585449
1807.585449
1807.585449
1807.585449
1807.585449
1807.585449
1807.585449
1807.585449
1807.585449
1807.585449
1807.585449
1807.585449
1807.585449
1807.386963
1807.386963
1807.386963
1807.386963
1807.386963
1807.386963
1807.386963
1807.386963
1807.386963
1807.386963
1807.090942
1807.090942
1807.090942
1807.090942
1807.090942
1807.090942
1807.090942
1807.090942
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.953735
1806.943848
1806.943848
1806.943848
1806.943848
1806.943848
1806.943848
1806.943848
1806.943848
1806.943848
1806.943848
1806.943848
1806.943848
1806.943848
